epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
111,3663.79,0,1,1,0.31323,0.004555,0.004555,0.004555
112,3695.85,0,1,1,0.31323,0.0045055,0.0045055,0.0045055
113,3727.65,0,1,1,0.31323,0.004456,0.004456,0.004456
114,3761.15,0,1,1,0.31323,0.0044065,0.0044065,0.0044065
115,3793.7,0,1,1,0.31323,0.004357,0.004357,0.004357
116,3826.23,0,1,1,0.31323,0.0043075,0.0043075,0.0043075
117,3858.85,0,1,1,0.31323,0.004258,0.004258,0.004258
118,3892.91,0,1,1,0.31323,0.0042085,0.0042085,0.0042085
119,3925.16,0,1,1,0.31323,0.004159,0.004159,0.004159
120,3957.34,0,1,1,0.31323,0.0041095,0.0041095,0.0041095
121,3989.53,0,1,1,0.31323,0.00406,0.00406,0.00406
122,4023.02,0,1,1,0.31323,0.0040105,0.0040105,0.0040105
123,4055.67,0,1,1,0.31323,0.003961,0.003961,0.003961
124,4088.28,0,1,1,0.31323,0.0039115,0.0039115,0.0039115
125,4121.08,0,1,1,0.31323,0.003862,0.003862,0.003862
126,4153.54,0,1,1,0.31323,0.0038125,0.0038125,0.0038125
127,4187.06,0,1,1,0.31323,0.003763,0.003763,0.003763
128,4219.13,0,1,1,0.31323,0.0037135,0.0037135,0.0037135
129,4251.1,0,1,1,0.31323,0.003664,0.003664,0.003664
130,4283.93,0,1,1,0.31323,0.0036145,0.0036145,0.0036145
131,4318.19,0,1,1,0.31323,0.003565,0.003565,0.003565
132,4350.94,0,1,1,0.31323,0.0035155,0.0035155,0.0035155
133,4383.83,0,1,1,0.31323,0.003466,0.003466,0.003466
134,4416.53,0,1,1,0.31323,0.0034165,0.0034165,0.0034165
135,4449.34,0,1,1,0.31323,0.003367,0.003367,0.003367
136,4483.48,0,1,1,0.31323,0.0033175,0.0033175,0.0033175
137,4516.1,0,1,1,0.31323,0.003268,0.003268,0.003268
138,4548.78,0,1,1,0.31323,0.0032185,0.0032185,0.0032185
139,4581.4,0,1,1,0.31323,0.003169,0.003169,0.003169
140,4615.64,0,1,1,0.31323,0.0031195,0.0031195,0.0031195
141,4648.02,0,1,1,0.31323,0.00307,0.00307,0.00307
142,4680.41,0,1,1,0.31323,0.0030205,0.0030205,0.0030205
143,4712.49,0,1,1,0.31323,0.002971,0.002971,0.002971
144,4746.63,0,1,1,0.31323,0.0029215,0.0029215,0.0029215
145,4779.33,0,1,1,0.31323,0.002872,0.002872,0.002872
146,4812.42,0,1,1,0.31323,0.0028225,0.0028225,0.0028225
147,4845.57,0,1,1,0.31323,0.002773,0.002773,0.002773
148,4878.7,0,1,1,0.31323,0.0027235,0.0027235,0.0027235
149,4912.11,0,1,1,0.31323,0.002674,0.002674,0.002674
150,4944.69,0,1,1,0.31323,0.0026245,0.0026245,0.0026245
151,4977.61,0,1,1,0.31323,0.002575,0.002575,0.002575
152,5010.28,0,1,1,0.31323,0.0025255,0.0025255,0.0025255
153,5044.09,0,1,1,0.31323,0.002476,0.002476,0.002476
154,5076.71,0,1,1,0.31323,0.0024265,0.0024265,0.0024265
155,5109.78,0,1,1,0.31323,0.002377,0.002377,0.002377
156,5142.47,0,1,1,0.31323,0.0023275,0.0023275,0.0023275
157,5176.58,0,1,1,0.31323,0.002278,0.002278,0.002278
158,5208.99,0,1,1,0.31323,0.0022285,0.0022285,0.0022285
159,5241.84,0,1,1,0.31323,0.002179,0.002179,0.002179
160,5274.5,0,1,1,0.31323,0.0021295,0.0021295,0.0021295
161,5308.05,0,1,1,0.31323,0.00208,0.00208,0.00208
162,5340.66,0,1,1,0.31323,0.0020305,0.0020305,0.0020305
163,5373.24,0,1,1,0.31323,0.001981,0.001981,0.001981
164,5405.67,0,1,1,0.31323,0.0019315,0.0019315,0.0019315
165,5438.33,0,1,1,0.31323,0.001882,0.001882,0.001882
166,5472.67,0,1,1,0.31323,0.0018325,0.0018325,0.0018325
167,5505.6,0,1,1,0.31323,0.001783,0.001783,0.001783
168,5538.21,0,1,1,0.31323,0.0017335,0.0017335,0.0017335
169,5570.96,0,1,1,0.31323,0.001684,0.001684,0.001684
170,5605.11,0,1,1,0.31323,0.0016345,0.0016345,0.0016345
171,5638.41,0,1,1,0.31323,0.001585,0.001585,0.001585
172,5671.42,0,1,1,0.31323,0.0015355,0.0015355,0.0015355
173,5704.23,0,1,1,0.31323,0.001486,0.001486,0.001486
174,5737.63,0,1,1,0.31323,0.0014365,0.0014365,0.0014365
175,5771.52,0,1,1,0.31323,0.001387,0.001387,0.001387
176,5804.2,0,1,1,0.31323,0.0013375,0.0013375,0.0013375
177,5837.24,0,1,1,0.31323,0.001288,0.001288,0.001288
178,5869.99,0,1,1,0.31323,0.0012385,0.0012385,0.0012385
179,5903.84,0,1,1,0.31323,0.001189,0.001189,0.001189
180,5936.38,0,1,1,0.31323,0.0011395,0.0011395,0.0011395
181,5969.01,0,1,1,0.31323,0.00109,0.00109,0.00109
182,6001.65,0,1,1,0.31323,0.0010405,0.0010405,0.0010405
183,6035.19,0,1,1,0.31323,0.000991,0.000991,0.000991
184,6068.31,0,1,1,0.31323,0.0009415,0.0009415,0.0009415
185,6101.07,0,1,1,0.31323,0.000892,0.000892,0.000892
186,6133.85,0,1,1,0.31323,0.0008425,0.0008425,0.0008425
187,6166.58,0,1,1,0.31323,0.000793,0.000793,0.000793
188,6200.76,0,1,1,0.31323,0.0007435,0.0007435,0.0007435
189,6232.85,0,1,1,0.31323,0.000694,0.000694,0.000694
190,6265.34,0,1,1,0.31323,0.0006445,0.0006445,0.0006445
191,6298.99,0,1,1,0.31323,0.000595,0.000595,0.000595
192,6333.06,0,1,1,0.31323,0.0005455,0.0005455,0.0005455
193,6365.71,0,1,1,0.31323,0.000496,0.000496,0.000496
194,6398.39,0,1,1,0.31323,0.0004465,0.0004465,0.0004465
195,6431.02,0,1,1,0.31323,0.000397,0.000397,0.000397
196,6465.15,0,1,1,0.31323,0.0003475,0.0003475,0.0003475
197,6497.98,0,1,1,0.31323,0.000298,0.000298,0.000298
198,6530.64,0,1,1,0.31323,0.0002485,0.0002485,0.0002485
199,6563.33,0,1,1,0.31323,0.000199,0.000199,0.000199
200,6596.11,0,1,1,0.31323,0.0001495,0.0001495,0.0001495
