epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
38,1128.05,0.39807,0.65957,0.9234,2.06055,0.000452462,0.000452462,0.000452462
39,1156.66,0.38047,0.66383,0.9234,2.05176,0.000445393,0.000445393,0.000445393
40,1185.29,0.35437,0.6766,0.91915,2.04712,0.000438325,0.000438325,0.000438325
41,1214.35,0.34807,0.59574,0.92766,2.08838,0.000431256,0.000431256,0.000431256
42,1243.69,0.32666,0.63404,0.89362,2.05664,0.000424187,0.000424187,0.000424187
43,1274.25,0.30463,0.66809,0.93617,2.02271,0.000417119,0.000417119,0.000417119
44,1304.78,0.3215,0.57872,0.88511,2.07617,0.00041005,0.00041005,0.00041005
45,1334.32,0.33048,0.62979,0.90213,2.07227,0.000402982,0.000402982,0.000402982
46,1363.9,0.31274,0.6766,0.92766,2.03516,0.000395913,0.000395913,0.000395913
47,1392.76,0.30261,0.64255,0.91489,2.04688,0.000388844,0.000388844,0.000388844
48,1421.96,0.27157,0.59574,0.86809,2.06592,0.000381776,0.000381776,0.000381776
49,1450.54,0.28202,0.61702,0.90638,2.06055,0.000374707,0.000374707,0.000374707
50,1479.78,0.25113,0.6,0.90638,2.08936,0.000367639,0.000367639,0.000367639
51,1509.88,0.2487,0.61702,0.90638,2.06934,0.00036057,0.00036057,0.00036057
52,1539.63,0.22612,0.70638,0.93617,2.00781,0.000353501,0.000353501,0.000353501
53,1569.83,0.24822,0.59574,0.88511,2.10107,0.000346433,0.000346433,0.000346433
54,1599.42,0.23412,0.64681,0.92766,2.05322,0.000339364,0.000339364,0.000339364
55,1627.99,0.25831,0.62553,0.89362,2.05908,0.000332296,0.000332296,0.000332296
56,1657.45,0.2305,0.62553,0.88511,2.06738,0.000325227,0.000325227,0.000325227
57,1687.79,0.19708,0.65957,0.91064,2.03833,0.000318158,0.000318158,0.000318158
58,1717.14,0.21053,0.64255,0.9234,2.04834,0.00031109,0.00031109,0.00031109
59,1747.08,0.21114,0.60426,0.89362,2.07617,0.000304021,0.000304021,0.000304021
60,1776.15,0.20968,0.64681,0.91064,2.0437,0.000296953,0.000296953,0.000296953
61,1805.66,0.18744,0.61702,0.90213,2.06494,0.000289884,0.000289884,0.000289884
62,1834.87,0.1893,0.54894,0.88511,2.12842,0.000282815,0.000282815,0.000282815
63,1863.7,0.17498,0.62553,0.91489,2.06348,0.000275747,0.000275747,0.000275747
64,1893.06,0.17879,0.59149,0.89362,2.08838,0.000268678,0.000268678,0.000268678
65,1923.54,0.19186,0.59149,0.90638,2.09424,0.00026161,0.00026161,0.00026161
66,1953.8,0.16291,0.59574,0.90213,2.08008,0.000254541,0.000254541,0.000254541
67,1984.49,0.14375,0.57447,0.89362,2.10938,0.000247472,0.000247472,0.000247472
68,2013.41,0.13912,0.61277,0.90213,2.06567,0.000240404,0.000240404,0.000240404
69,2042.69,0.17079,0.57872,0.90213,2.10791,0.000233335,0.000233335,0.000233335
70,2073,0.15571,0.63404,0.9234,2.06348,0.000226267,0.000226267,0.000226267
71,2101.12,0.15643,0.59574,0.90638,2.09619,0.000219198,0.000219198,0.000219198
72,2131.94,0.15374,0.59149,0.91489,2.09082,0.000212129,0.000212129,0.000212129
73,2160.54,0.13025,0.64255,0.9234,2.06445,0.000205061,0.000205061,0.000205061
74,2189.55,0.1726,0.58723,0.89787,2.11182,0.000197992,0.000197992,0.000197992
75,2218.94,0.13885,0.59574,0.91064,2.08838,0.000190924,0.000190924,0.000190924
76,2248.54,0.14401,0.64681,0.91489,2.0708,0.000183855,0.000183855,0.000183855
77,2279.22,0.12523,0.63404,0.91489,2.05615,0.000176786,0.000176786,0.000176786
78,2308.35,0.11694,0.65106,0.92766,2.03931,0.000169718,0.000169718,0.000169718
79,2338.32,0.12608,0.67234,0.89787,2.03662,0.000162649,0.000162649,0.000162649
80,2366.82,0.11942,0.60426,0.90638,2.07544,0.000155581,0.000155581,0.000155581
81,2396.32,0.13078,0.6383,0.88936,2.05371,0.000148512,0.000148512,0.000148512
82,2425.9,0.12057,0.65532,0.90638,2.06104,0.000141443,0.000141443,0.000141443
83,2455.3,0.10944,0.65957,0.90638,2.03955,0.000134375,0.000134375,0.000134375
84,2486.25,0.11331,0.65532,0.91489,2.04102,0.000127306,0.000127306,0.000127306
85,2517.22,0.11152,0.62128,0.91064,2.06104,0.000120238,0.000120238,0.000120238
86,2547.69,0.11381,0.6383,0.89787,2.06445,0.000113169,0.000113169,0.000113169
87,2577.57,0.10386,0.62979,0.88936,2.0686,0.0001061,0.0001061,0.0001061
88,2605.21,0.08835,0.62128,0.89787,2.06494,9.90318e-05,9.90318e-05,9.90318e-05
89,2634.91,0.10262,0.6383,0.90213,2.06567,9.19632e-05,9.19632e-05,9.19632e-05
90,2664.92,0.08857,0.62553,0.89787,2.06982,8.48946e-05,8.48946e-05,8.48946e-05
91,2699.48,0.09814,0.62128,0.89787,2.06738,7.7826e-05,7.7826e-05,7.7826e-05
92,2729.75,0.09845,0.61702,0.89362,2.07031,7.07574e-05,7.07574e-05,7.07574e-05
93,2759.21,0.09672,0.63404,0.89787,2.06152,6.36888e-05,6.36888e-05,6.36888e-05
94,2787.62,0.08854,0.6383,0.89362,2.06494,5.66202e-05,5.66202e-05,5.66202e-05
95,2817.41,0.08841,0.62553,0.89787,2.06543,4.95516e-05,4.95516e-05,4.95516e-05
96,2847.27,0.08393,0.61277,0.89362,2.07227,4.2483e-05,4.2483e-05,4.2483e-05
97,2877.78,0.08249,0.60851,0.89362,2.06738,3.54144e-05,3.54144e-05,3.54144e-05
98,2907.85,0.07329,0.62128,0.89362,2.07373,2.83458e-05,2.83458e-05,2.83458e-05
99,2936.14,0.08144,0.61277,0.89362,2.07959,2.12772e-05,2.12772e-05,2.12772e-05
100,2965.95,0.09709,0.60851,0.89362,2.07422,1.42086e-05,1.42086e-05,1.42086e-05
