epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
26,917.934,0.85614,0.65957,0.92766,2.11011,0.0087625,0.0087625,0.0087625
27,948.808,0.79949,0.62553,0.89787,2.04517,0.008713,0.008713,0.008713
28,979.685,0.78206,0.6766,0.91915,2.01074,0.0086635,0.0086635,0.0086635
29,1010.5,0.77039,0.6383,0.9234,2.07239,0.008614,0.008614,0.008614
30,1042.2,0.71189,0.59149,0.89787,2.08301,0.0085645,0.0085645,0.0085645
31,1073.07,0.7381,0.60851,0.89787,2.08875,0.008515,0.008515,0.008515
32,1104.54,0.69315,0.55319,0.91489,2.13257,0.0084655,0.0084655,0.0084655
33,1135.52,0.64886,0.6,0.91064,2.07532,0.008416,0.008416,0.008416
34,1166.51,0.65286,0.58723,0.90213,2.10876,0.0083665,0.0083665,0.0083665
35,1197.64,0.64703,0.61277,0.87234,2.08411,0.008317,0.008317,0.008317
36,1228.23,0.64062,0.6383,0.89362,2.06152,0.0082675,0.0082675,0.0082675
37,1259.76,0.60008,0.59149,0.91064,2.0824,0.008218,0.008218,0.008218
38,1290.22,0.58353,0.66809,0.90213,2.0415,0.0081685,0.0081685,0.0081685
39,1321.13,0.55685,0.53191,0.86809,2.1283,0.008119,0.008119,0.008119
40,1351.96,0.58188,0.6766,0.93191,2.04053,0.0080695,0.0080695,0.0080695
41,1383.15,0.51521,0.62128,0.91915,2.04626,0.00802,0.00802,0.00802
42,1414.74,0.49574,0.58298,0.88936,2.0918,0.0079705,0.0079705,0.0079705
43,1446.08,0.51717,0.59149,0.8766,2.09607,0.007921,0.007921,0.007921
44,1476.61,0.48609,0.55319,0.88936,2.07861,0.0078715,0.0078715,0.0078715
45,1507.35,0.47966,0.59149,0.90638,2.12158,0.007822,0.007822,0.007822
46,1537.96,0.4653,0.54043,0.85106,2.11548,0.0077725,0.0077725,0.0077725
47,1569.88,0.44972,0.56596,0.9234,2.08496,0.007723,0.007723,0.007723
48,1601.47,0.43674,0.61702,0.93191,2.03638,0.0076735,0.0076735,0.0076735
49,1633.25,0.4251,0.62553,0.91489,2.03064,0.007624,0.007624,0.007624
50,1664.1,0.43193,0.57447,0.88936,2.09839,0.0075745,0.0075745,0.0075745
51,1694.72,0.4204,0.5234,0.88511,2.13989,0.007525,0.007525,0.007525
52,1725.74,0.41747,0.62553,0.88085,2.08789,0.0074755,0.0074755,0.0074755
53,1756.48,0.393,0.56596,0.87234,2.07788,0.007426,0.007426,0.007426
54,1787.51,0.43259,0.57021,0.90638,2.08154,0.0073765,0.0073765,0.0073765
55,1817.87,0.40273,0.58723,0.88936,2.07495,0.007327,0.007327,0.007327
56,1849.1,0.36529,0.62128,0.9234,2.05554,0.0072775,0.0072775,0.0072775
57,1879.82,0.38725,0.62979,0.92766,2.05176,0.007228,0.007228,0.007228
58,1910.97,0.35459,0.61702,0.90638,2.07178,0.0071785,0.0071785,0.0071785
59,1942.69,0.37921,0.55319,0.83404,2.10107,0.007129,0.007129,0.007129
60,1972.86,0.35789,0.57872,0.8766,2.07739,0.0070795,0.0070795,0.0070795
61,2004.43,0.35718,0.6383,0.91064,2.05273,0.00703,0.00703,0.00703
62,2035.28,0.33955,0.61277,0.8766,2.0719,0.0069805,0.0069805,0.0069805
63,2065.58,0.33746,0.61277,0.86809,2.06482,0.006931,0.006931,0.006931
64,2095.99,0.30345,0.65106,0.94043,2.02771,0.0068815,0.0068815,0.0068815
65,2127.27,0.33951,0.52766,0.91915,2.12695,0.006832,0.006832,0.006832
66,2158.04,0.28629,0.61277,0.91915,2.06848,0.0067825,0.0067825,0.0067825
67,2188.97,0.28526,0.57021,0.88936,2.09216,0.006733,0.006733,0.006733
68,2220.44,0.3209,0.60426,0.89787,2.07288,0.0066835,0.0066835,0.0066835
69,2251.82,0.29563,0.57872,0.88936,2.07983,0.006634,0.006634,0.006634
70,2282.45,0.2935,0.58298,0.87234,2.10718,0.0065845,0.0065845,0.0065845
71,2313.38,0.28077,0.5234,0.90213,2.09778,0.006535,0.006535,0.006535
72,2345.24,0.28234,0.58298,0.88085,2.0625,0.0064855,0.0064855,0.0064855
73,2376.18,0.26998,0.52766,0.8766,2.14258,0.006436,0.006436,0.006436
74,2407.33,0.27117,0.62553,0.88511,2.06812,0.0063865,0.0063865,0.0063865
75,2438.59,0.24498,0.57021,0.91489,2.05225,0.006337,0.006337,0.006337
76,2469.45,0.25391,0.58298,0.88085,2.07898,0.0062875,0.0062875,0.0062875
77,2500.31,0.2315,0.55319,0.85106,2.10327,0.006238,0.006238,0.006238
78,2530.8,0.25773,0.57021,0.90213,2.09912,0.0061885,0.0061885,0.0061885
79,2562.51,0.24673,0.5234,0.86809,2.12219,0.006139,0.006139,0.006139
80,2593.13,0.22093,0.58298,0.90213,2.0824,0.0060895,0.0060895,0.0060895
81,2623.82,0.24474,0.54894,0.8766,2.08557,0.00604,0.00604,0.00604
82,2654.39,0.21917,0.60851,0.89787,2.04651,0.0059905,0.0059905,0.0059905
83,2685.24,0.23644,0.54468,0.88511,2.10791,0.005941,0.005941,0.005941
84,2715.8,0.22177,0.6,0.88085,2.09766,0.0058915,0.0058915,0.0058915
85,2746.73,0.21676,0.59574,0.86809,2.08765,0.005842,0.005842,0.005842
86,2777.68,0.23686,0.59149,0.86809,2.08276,0.0057925,0.0057925,0.0057925
87,2808.17,0.19608,0.61702,0.89787,2.0481,0.005743,0.005743,0.005743
88,2839.8,0.20094,0.57872,0.8766,2.07788,0.0056935,0.0056935,0.0056935
89,2870.77,0.2083,0.59574,0.91064,2.03833,0.005644,0.005644,0.005644
90,2901.93,0.21806,0.5617,0.89787,2.10864,0.0055945,0.0055945,0.0055945
91,2932.54,0.19021,0.57872,0.88085,2.09961,0.005545,0.005545,0.005545
92,2962.75,0.16687,0.60426,0.89362,2.06006,0.0054955,0.0054955,0.0054955
93,2994.04,0.16806,0.64681,0.91064,2.04321,0.005446,0.005446,0.005446
94,3025.11,0.18171,0.59149,0.90638,2.07227,0.0053965,0.0053965,0.0053965
95,3056.24,0.18974,0.56596,0.89362,2.09399,0.005347,0.005347,0.005347
96,3087.39,0.18638,0.53617,0.89362,2.11768,0.0052975,0.0052975,0.0052975
97,3118.45,0.18544,0.5617,0.86809,2.09155,0.005248,0.005248,0.005248
98,3149.45,0.15314,0.59149,0.90638,2.07874,0.0051985,0.0051985,0.0051985
99,3179.78,0.19007,0.55745,0.9234,2.08948,0.005149,0.005149,0.005149
100,3210.65,0.18405,0.62553,0.91064,2.05884,0.0050995,0.0050995,0.0050995
101,3241.52,0.18126,0.58298,0.88511,2.0813,0.00505,0.00505,0.00505
102,3272.99,0.16726,0.62553,0.91064,2.05664,0.0050005,0.0050005,0.0050005
103,3303.95,0.17097,0.57447,0.89787,2.12109,0.004951,0.004951,0.004951
104,3334.57,0.16398,0.58723,0.88511,2.04749,0.0049015,0.0049015,0.0049015
105,3365.56,0.13556,0.66383,0.90638,2.01917,0.004852,0.004852,0.004852
106,3397.38,0.13626,0.61702,0.89787,2.04907,0.0048025,0.0048025,0.0048025
107,3428.34,0.13987,0.61277,0.87234,2.05798,0.004753,0.004753,0.004753
108,3459.41,0.13192,0.64681,0.91064,2.03406,0.0047035,0.0047035,0.0047035
109,3490.19,0.13709,0.65957,0.9234,2.02673,0.004654,0.004654,0.004654
110,3521.04,0.12937,0.62553,0.89787,2.04749,0.0046045,0.0046045,0.0046045
111,3552.32,0.12965,0.62979,0.90638,2.01819,0.004555,0.004555,0.004555
112,3583.27,0.14546,0.61277,0.88511,2.06689,0.0045055,0.0045055,0.0045055
113,3614.1,0.12571,0.6,0.90213,2.06641,0.004456,0.004456,0.004456
114,3644.76,0.14118,0.57021,0.88085,2.08044,0.0044065,0.0044065,0.0044065
115,3675.76,0.11775,0.61277,0.91915,2.0365,0.004357,0.004357,0.004357
116,3706.02,0.1143,0.59574,0.92766,2.06909,0.0043075,0.0043075,0.0043075
117,3737.08,0.13008,0.59149,0.89787,2.0553,0.004258,0.004258,0.004258
118,3768.22,0.11341,0.57872,0.89362,2.05933,0.0042085,0.0042085,0.0042085
119,3799.03,0.10417,0.57447,0.9234,2.06079,0.004159,0.004159,0.004159
120,3829.04,0.12569,0.54043,0.8766,2.10681,0.0041095,0.0041095,0.0041095
121,3860.56,0.11066,0.51915,0.88511,2.11426,0.00406,0.00406,0.00406
122,3891.17,0.10719,0.50638,0.88936,2.12354,0.0040105,0.0040105,0.0040105
123,3921.85,0.10816,0.52766,0.85957,2.09998,0.003961,0.003961,0.003961
124,3952.23,0.10822,0.51489,0.86809,2.12939,0.0039115,0.0039115,0.0039115
125,3982.96,0.0997,0.53191,0.8766,2.11914,0.003862,0.003862,0.003862
126,4013.72,0.10079,0.55319,0.88936,2.08398,0.0038125,0.0038125,0.0038125
127,4044.11,0.10248,0.54894,0.88936,2.07935,0.003763,0.003763,0.003763
128,4076.11,0.10801,0.5617,0.90638,2.0636,0.0037135,0.0037135,0.0037135
129,4107.41,0.0931,0.57021,0.93617,2.06946,0.003664,0.003664,0.003664
130,4138.81,0.09056,0.55319,0.90213,2.10278,0.0036145,0.0036145,0.0036145
131,4169.99,0.08547,0.56596,0.90213,2.104,0.003565,0.003565,0.003565
132,4200.95,0.09265,0.57447,0.88085,2.08984,0.0035155,0.0035155,0.0035155
133,4231.03,0.09863,0.59574,0.89362,2.07935,0.003466,0.003466,0.003466
134,4262.65,0.07401,0.62553,0.88936,2.05554,0.0034165,0.0034165,0.0034165
135,4293.58,0.07574,0.57872,0.90213,2.0752,0.003367,0.003367,0.003367
136,4324.23,0.08663,0.54894,0.89787,2.09338,0.0033175,0.0033175,0.0033175
137,4354.45,0.07504,0.61277,0.90213,2.03528,0.003268,0.003268,0.003268
138,4385.89,0.08438,0.58723,0.90213,2.06445,0.0032185,0.0032185,0.0032185
139,4416.62,0.07973,0.57447,0.91915,2.07397,0.003169,0.003169,0.003169
140,4446.96,0.08181,0.60426,0.93191,2.04736,0.0031195,0.0031195,0.0031195
141,4477.85,0.08814,0.6,0.92766,2.06396,0.00307,0.00307,0.00307
142,4509.12,0.07802,0.62128,0.91915,2.05591,0.0030205,0.0030205,0.0030205
143,4540.07,0.06524,0.63404,0.92766,2.05115,0.002971,0.002971,0.002971
144,4571.24,0.06796,0.61277,0.92766,2.0542,0.0029215,0.0029215,0.0029215
145,4602.52,0.06153,0.62979,0.93617,2.06201,0.002872,0.002872,0.002872
146,4633.46,0.06882,0.60426,0.94468,2.05786,0.0028225,0.0028225,0.0028225
147,4664.36,0.06812,0.59149,0.94043,2.06824,0.002773,0.002773,0.002773
148,4694.79,0.06575,0.58723,0.9234,2.08643,0.0027235,0.0027235,0.0027235
149,4725.21,0.06318,0.58723,0.9234,2.09204,0.002674,0.002674,0.002674
150,4755.75,0.06302,0.57447,0.91915,2.09839,0.0026245,0.0026245,0.0026245
151,4786.27,0.06718,0.55745,0.91489,2.07617,0.002575,0.002575,0.002575
152,4817.12,0.06434,0.55745,0.91064,2.08423,0.0025255,0.0025255,0.0025255
153,4847.31,0.06089,0.57872,0.90213,2.07312,0.002476,0.002476,0.002476
154,4878.47,0.05229,0.59149,0.88511,2.08862,0.0024265,0.0024265,0.0024265
155,4908.8,0.05592,0.59149,0.88936,2.07874,0.002377,0.002377,0.002377
156,4939.71,0.05845,0.57872,0.89787,2.07434,0.0023275,0.0023275,0.0023275
157,4970.22,0.06375,0.59149,0.89787,2.08545,0.002278,0.002278,0.002278
158,5000.74,0.04376,0.60851,0.90638,2.06482,0.0022285,0.0022285,0.0022285
159,5031.32,0.05093,0.63404,0.89787,2.07007,0.002179,0.002179,0.002179
160,5061.58,0.05346,0.62553,0.90638,2.04138,0.0021295,0.0021295,0.0021295
161,5092.41,0.05442,0.62553,0.91915,2.03918,0.00208,0.00208,0.00208
162,5123.71,0.04851,0.62979,0.91915,2.04712,0.0020305,0.0020305,0.0020305
163,5154.51,0.05553,0.62979,0.91915,2.04773,0.001981,0.001981,0.001981
164,5185.41,0.06159,0.62553,0.91064,2.05688,0.0019315,0.0019315,0.0019315
165,5215.87,0.04369,0.62128,0.91064,2.05713,0.001882,0.001882,0.001882
166,5247.15,0.04279,0.62553,0.90213,2.05627,0.0018325,0.0018325,0.0018325
167,5278.8,0.04658,0.61277,0.89362,2.05713,0.001783,0.001783,0.001783
168,5310.61,0.04243,0.60426,0.90213,2.06458,0.0017335,0.0017335,0.0017335
169,5341.7,0.04798,0.6,0.90213,2.08398,0.001684,0.001684,0.001684
170,5373.16,0.04415,0.59574,0.91064,2.06787,0.0016345,0.0016345,0.0016345
171,5403.71,0.03763,0.61702,0.91064,2.06165,0.001585,0.001585,0.001585
172,5434.99,0.04453,0.62553,0.91064,2.06519,0.0015355,0.0015355,0.0015355
173,5465.8,0.03772,0.62553,0.90638,2.05933,0.001486,0.001486,0.001486
174,5496.26,0.0405,0.62553,0.91064,2.05896,0.0014365,0.0014365,0.0014365
175,5527.2,0.03934,0.61277,0.91064,2.06921,0.001387,0.001387,0.001387
176,5557.54,0.03872,0.62128,0.90638,2.07446,0.0013375,0.0013375,0.0013375
177,5587.98,0.04153,0.61277,0.90638,2.04053,0.001288,0.001288,0.001288
178,5618.48,0.04301,0.62128,0.91064,2.05103,0.0012385,0.0012385,0.0012385
179,5649.53,0.03798,0.62553,0.90638,2.04285,0.001189,0.001189,0.001189
180,5682.07,0.03784,0.62553,0.91489,2.04529,0.0011395,0.0011395,0.0011395
181,5714.06,0.043,0.62979,0.90638,2.0365,0.00109,0.00109,0.00109
182,5744.51,0.04196,0.61277,0.90638,2.05225,0.0010405,0.0010405,0.0010405
183,5774.95,0.03232,0.61702,0.90638,2.04956,0.000991,0.000991,0.000991
184,5805.36,0.02766,0.6,0.90638,2.04541,0.0009415,0.0009415,0.0009415
185,5836.53,0.03432,0.59574,0.91064,2.05188,0.000892,0.000892,0.000892
186,5867.05,0.03497,0.60426,0.91489,2.0387,0.0008425,0.0008425,0.0008425
187,5897.63,0.0379,0.6,0.91489,2.05469,0.000793,0.000793,0.000793
188,5928.37,0.03477,0.60426,0.91489,2.05737,0.0007435,0.0007435,0.0007435
189,5958.74,0.03509,0.60426,0.91489,2.04883,0.000694,0.000694,0.000694
190,5989.63,0.0337,0.60426,0.91489,2.04504,0.0006445,0.0006445,0.0006445
191,6022.49,0.03647,0.60426,0.91489,2.07227,0.000595,0.000595,0.000595
192,6053.53,0.03118,0.60426,0.91489,2.04968,0.0005455,0.0005455,0.0005455
193,6085.38,0.03462,0.59574,0.91489,2.052,0.000496,0.000496,0.000496
194,6116.15,0.03388,0.59149,0.90638,2.04443,0.0004465,0.0004465,0.0004465
195,6147.65,0.02999,0.58723,0.91064,2.05176,0.000397,0.000397,0.000397
196,6179.02,0.02942,0.57872,0.91064,2.05615,0.0003475,0.0003475,0.0003475
197,6210.32,0.03195,0.58298,0.91064,2.06116,0.000298,0.000298,0.000298
198,6241.15,0.02831,0.58723,0.90638,2.05237,0.0002485,0.0002485,0.0002485
199,6272.83,0.03288,0.57872,0.91064,2.05908,0.000199,0.000199,0.000199
200,6304.67,0.03438,0.58298,0.91064,2.05078,0.0001495,0.0001495,0.0001495
